CategoryID,CategoryLevel,CategoryName,CategoryParentID,CategoryNamePath,CategoryIDPath,LeafCategory
16486,2,Wargames & Role-Playing,220,Toys & Games:Wargames & Role-Playing,220:16486,FALSE
1039,2,Other Toys & Games,220,Toys & Games:Other Toys & Games,220:1039,TRUE
617,2,DVDs & Blu-rays,11232,"DVDs, Films & TV:DVDs & Blu-rays",11232:617,TRUE
63821,2,Film Stock,11232,"DVDs, Films & TV:Film Stock",11232:63821,TRUE
381,2,LaserDiscs,11232,"DVDs, Films & TV:LaserDiscs",11232:381,TRUE
132975,2,UMDs,11232,"DVDs, Films & TV:UMDs",11232:132975,TRUE
309,2,VHS Tapes,11232,"DVDs, Films & TV:VHS Tapes",11232:309,TRUE
41676,2,Other Formats,11232,"DVDs, Films & TV:Other Formats",11232:41676,TRUE
52554,2,Storage & Media Accessories,11232,"DVDs, Films & TV:Storage & Media Accessories",11232:52554,TRUE
57,2,Film Memorabilia,11232,"DVDs, Films & TV:Film Memorabilia",11232:57,FALSE
1424,2,TV Memorabilia,11232,"DVDs, Films & TV:TV Memorabilia",11232:1424,FALSE
3133,2,Educational,99,Everything Else:Educational,99:3133,TRUE
102480,2,Information Products,99,Everything Else:Information Products,99:102480,FALSE
175838,2,Item Based Services,99,Everything Else:Item Based Services,99:175838,FALSE
172539,2,Promotions,99,Everything Else:Promotions,99:172539,FALSE
88433,2,Other,99,Everything Else:Other,99:88433,TRUE
14112,2,Test Auctions,99,Everything Else:Test Auctions,99:14112,FALSE
